#Threads 	500	1000
1	7.00292	57.9878
2 	7.39416	59.8907
4 	6.34096	48.1782
8 	6.19961	48.2059

#plot 'test.dat' u ($1):($2) w lp title "Graph = 500",'test.dat' u ($1):($3) w lp title "Graph = 1000"
