Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/1           reset_command [62]
                0.00    0.00       3/3           load_rcfile [209]
                0.00    0.00       1/5           del_udv_by_name [198]
-----------------------------------------------
                0.00    2.38       8/8           set_colorsequence [13]
[12]    72.5    0.00    2.38       8         do_string_and_free [12]
                0.00    2.38       8/11          do_line [3]
                0.00    0.00       8/8           display_ipc_commands [180]
                0.00    0.00       8/9           lf_push [179]
                0.00    0.00       8/9           lf_pop [178]
-----------------------------------------------
                0.00    2.38       1/1           init_session [11]
[13]    72.5    0.00    2.38       1         set_colorsequence [13]
                0.00    2.38       8/8           do_string_and_free [12]
                0.00    0.00       8/222         gp_alloc [75]
-----------------------------------------------
                0.00    0.89       1/1           main [1]
[14]    27.2    0.00    0.89       1         load_file [14]
                0.00    0.89       3/11          do_line [3]
                0.00    0.00       3/14          scanner [167]
                0.00    0.00       3/14          string_expand_macros [168]
                0.00    0.00       1/167         add_udv_by_name [76]
                0.00    0.00       1/18          Ginteger [144]
                0.00    0.00       1/9           lf_push [179]
                0.00    0.00       1/1           prepare_call [275]
                0.00    0.00       1/9           lf_pop [178]
-----------------------------------------------
                0.13    0.00 4200000/4200000     get_data [7]
[15]     3.8    0.13    0.00 4200000         store2d_point [15]
-----------------------------------------------
                0.00    0.00       6/1400042     string_or_express [44]
                0.00    0.00      36/1400042     const_express [31]
                0.01    0.09 1400000/1400042     df_readascii [9]
[16]     3.0    0.01    0.09 1400042         evaluate_at [16]
                0.04    0.05 1400042/1400042     execute_at [17]
                0.00    0.00 1400042/1400042     reset_stack [68]
                0.00    0.00 1400042/1400042     check_stack [67]
                0.00    0.00 1400042/4200042     pop [65]
-----------------------------------------------
                0.04    0.05 1400042/1400042     evaluate_at [16]
[17]     2.7    0.04    0.05 1400042         execute_at [17]
                0.01    0.02 1400000/1400000     f_div [22]
                0.01    0.00 1400000/1400000     f_dollars [24]
                0.00    0.00 1400036/1400036     f_pushc [69]
                0.00    0.00       6/6           f_push [195]
-----------------------------------------------
                0.06    0.00 37800000/37800000     df_tokenise [10]
[18]     1.8    0.06    0.00 37800000         check_missing [18]
-----------------------------------------------
                0.00    0.06       1/1           eval_plots [6]
[19]     1.8    0.00    0.06       1         do_plot [19]
                0.02    0.04       6/6           plot_lines [20]
                0.00    0.00       1/1           place_grid [46]
                0.00    0.00       1/1           boundary [49]
                0.00    0.00       2/2           plot_border [56]
                0.00    0.00       6/6           do_key_sample [57]
                0.00    0.00      15/33          SVG_layer [132]
                0.00    0.00      12/48          ignore_enhanced [90]
                0.00    0.00       6/6           SVG_hypertext [187]
                0.00    0.00       6/30          term_apply_lp_properties [136]
                0.00    0.00       4/4           axis_draw_2d_zeroaxis [201]
                0.00    0.00       3/3           place_objects [210]
                0.00    0.00       2/3           is_plot_with_palette [208]
                0.00    0.00       2/2           place_parallel_axes [228]
                0.00    0.00       2/3           is_plot_with_colorbox [207]
                0.00    0.00       2/2           place_labels [227]
                0.00    0.00       2/2           place_arrows [226]
                0.00    0.00       1/1           term_start_plot [294]
                0.00    0.00       1/1           term_initialise [292]
                0.00    0.00       1/1           adjust_offsets [244]
                0.00    0.00       1/1           set_plot_with_palette [285]
                0.00    0.00       1/1           draw_titles [252]
                0.00    0.00       1/1           draw_key [251]
                0.00    0.00       1/1           place_histogram_titles [272]
                0.00    0.00       1/1           term_end_plot [291]
-----------------------------------------------
                0.02    0.04       6/6           do_plot [19]
[20]     1.8    0.02    0.04       6         plot_lines [20]
                0.01    0.00 4200000/4200006     check_for_variable_color [25]
                0.01    0.00  600018/600023      map_x [29]
                0.01    0.00  600018/600025      map_y [28]
                0.01    0.00  600012/600050      SVG_vector [27]
                0.00    0.00      12/12          edge_intersect [171]
                0.00    0.00       6/38          SVG_move [123]
-----------------------------------------------
                0.04    0.00 4200006/4200006     df_readascii [9]
[21]     1.2    0.04    0.00 4200006         df_gets [21]
-----------------------------------------------
                0.01    0.02 1400000/1400000     execute_at [17]
[22]     1.1    0.01    0.02 1400000         f_div [22]
                0.02    0.00 2800000/2800000     pop_or_convert_from_string [23]
                0.00    0.00 1400000/2800052     Gcomplex [26]
                0.00    0.00 1400000/4200042     push [66]
-----------------------------------------------
                0.02    0.00 2800000/2800000     f_div [22]
[23]     0.6    0.02    0.00 2800000         pop_or_convert_from_string [23]
                0.00    0.00 2800000/4200042     pop [65]
-----------------------------------------------
                0.01    0.00 1400000/1400000     execute_at [17]
[24]     0.5    0.01    0.00 1400000         f_dollars [24]
                0.00    0.00 1400000/2800052     Gcomplex [26]
                0.00    0.00 1400000/4200042     push [66]
-----------------------------------------------
                0.00    0.00       6/4200006     do_key_sample [57]
                0.01    0.00 4200000/4200006     plot_lines [20]
[25]     0.3    0.01    0.00 4200006         check_for_variable_color [25]
-----------------------------------------------
                0.00    0.00       1/2800052     update_gpval_variables [50]
                0.00    0.00       1/2800052     eval_plots [6]
                0.00    0.00       2/2800052     init_constants [63]
                0.00    0.00       9/2800052     fill_gpval_float [61]
                0.00    0.00      39/2800052     set_gpval_axis_sth_double [54]
                0.00    0.00 1400000/2800052     f_dollars [24]
                0.00    0.00 1400000/2800052     f_div [22]
[26]     0.3    0.01    0.00 2800052         Gcomplex [26]
-----------------------------------------------
                0.00    0.00       6/600050      draw_clip_line [58]
                0.00    0.00       8/600050      plot_border [56]
                0.00    0.00      10/600050      xtick2d_callback [48]
                0.00    0.00      14/600050      ytick2d_callback [47]
                0.01    0.00  600012/600050      plot_lines [20]
[27]     0.3    0.01    0.00  600050         SVG_vector [27]
                0.00    0.00  102323/102361      SVG_AddSpaceOrNewline [71]
-----------------------------------------------
                0.00    0.00       7/600025      ytick2d_callback [47]
                0.01    0.00  600018/600025      plot_lines [20]
[28]     0.3    0.01    0.00  600025         map_y [28]
-----------------------------------------------
                0.00    0.00       5/600023      xtick2d_callback [48]
                0.01    0.00  600018/600023      plot_lines [20]
[29]     0.3    0.01    0.00  600023         map_x [29]
-----------------------------------------------
                                                 <spontaneous>
[30]     0.3    0.01    0.00                 fpe [30]
-----------------------------------------------
                0.00    0.00       1/36          define [60]
                0.00    0.00      13/36          const_string_express [39]
                0.00    0.00      22/36          real_expression [32]
[31]     0.0    0.00    0.00      36         const_express [31]
                0.00    0.00      36/1400042     evaluate_at [16]
                0.00    0.00      36/1954        equals [72]
                0.00    0.00      36/44          temp_at [119]
-----------------------------------------------
                0.00    0.00       2/22          load_one_range [52]
                0.00    0.00      20/22          int_expression [33]
[32]     0.0    0.00    0.00      22         real_expression [32]
                0.00    0.00      22/36          const_express [31]
                0.00    0.00      22/1400022     real [70]
                0.00    0.00      22/85          gpfree_string [81]
-----------------------------------------------
                0.00    0.00       4/20          plot_option_using [43]
                0.00    0.00       8/20          parse_color_name [36]
                0.00    0.00       8/20          set_linestyle [38]
[33]     0.0    0.00    0.00      20         int_expression [33]
                0.00    0.00      20/22          real_expression [32]
-----------------------------------------------
                0.00    0.00      10/10          command [2]
[34]     0.0    0.00    0.00      10         set_command [34]
                0.00    0.00       8/8           set_linestyle [38]
                0.00    0.00      10/14          update_gpval_variables [50]
                0.00    0.00       1/1           set_output [59]
                0.00    0.00      10/16          check_for_iteration [156]
                0.00    0.00      10/16          empty_iteration [158]
                0.00    0.00      10/22          forever_iteration [139]
                0.00    0.00      10/16          lookup_table [159]
                0.00    0.00      10/16          next_iteration [160]
                0.00    0.00      10/16          cleanup_iteration [157]
                0.00    0.00       8/1954        equals [72]
                0.00    0.00       1/1           set_terminal [287]
-----------------------------------------------
                0.00    0.00       8/19          set_linestyle [38]
                0.00    0.00      11/19          eval_plots [6]
[35]     0.0    0.00    0.00      19         lp_parse [35]
                0.00    0.00       8/8           parse_colorspec [37]
                0.00    0.00     145/1954        equals [72]
                0.00    0.00     125/1217        almost_equals [73]
-----------------------------------------------
                0.00    0.00       8/8           parse_colorspec [37]
[36]     0.0    0.00    0.00       8         parse_color_name [36]
                0.00    0.00       8/13          try_to_get_string [40]
                0.00    0.00       8/20          int_expression [33]
                0.00    0.00       8/1217        almost_equals [73]
-----------------------------------------------
                0.00    0.00       8/8           lp_parse [35]
[37]     0.0    0.00    0.00       8         parse_colorspec [37]
                0.00    0.00       8/8           parse_color_name [36]
                0.00    0.00      40/1954        equals [72]
                0.00    0.00      32/1217        almost_equals [73]
-----------------------------------------------
                0.00    0.00       8/8           set_command [34]
[38]     0.0    0.00    0.00       8         set_linestyle [38]
                0.00    0.00       8/20          int_expression [33]
                0.00    0.00       8/19          lp_parse [35]
                0.00    0.00       8/1954        equals [72]
                0.00    0.00       8/222         gp_alloc [75]
                0.00    0.00       8/1217        almost_equals [73]
-----------------------------------------------
                0.00    0.00      13/13          try_to_get_string [40]
[39]     0.0    0.00    0.00      13         const_string_express [39]
                0.00    0.00      13/36          const_express [31]
-----------------------------------------------
                0.00    0.00       1/13          set_output [59]
                0.00    0.00       4/13          plot_option_using [43]
                0.00    0.00       8/13          parse_color_name [36]
[40]     0.0    0.00    0.00      13         try_to_get_string [40]
                0.00    0.00      13/13          const_string_express [39]
                0.00    0.00      13/1954        equals [72]
-----------------------------------------------
                0.00    0.00       1/3           boundary [49]
                0.00    0.00       2/3           axis_output_tics [45]
[41]     0.0    0.00    0.00       3         gen_tics [41]
                0.00    0.00       7/7           ytick2d_callback [47]
                0.00    0.00       5/5           xtick2d_callback [48]
                0.00    0.00      19/19          gprintf [141]
                0.00    0.00       7/7           widest_tic_callback [186]
-----------------------------------------------
                0.00    0.00       6/6           eval_plots [6]
[42]     0.0    0.00    0.00       6         df_open [42]
                0.00    0.00       6/6           plot_option_using [43]
                0.00    0.00     108/1217        almost_equals [73]
                0.00    0.00      24/1954        equals [72]
                0.00    0.00       6/6           initialize_use_spec [197]
                0.00    0.00       6/6           clear_df_column_headers [188]
                0.00    0.00       6/227         gp_strdup [74]
                0.00    0.00       6/7           gp_expand_tilde [183]
                0.00    0.00       6/7           loadpath_fopen [184]
                0.00    0.00       1/222         gp_alloc [75]
-----------------------------------------------
                0.00    0.00       6/6           df_open [42]
[43]     0.0    0.00    0.00       6         plot_option_using [43]
                0.00    0.00       4/13          try_to_get_string [40]
                0.00    0.00       4/20          int_expression [33]
                0.00    0.00      36/1954        equals [72]
                0.00    0.00      28/1217        almost_equals [73]
                0.00    0.00      12/20          isstring [140]
                0.00    0.00       2/2           perm_at [225]
-----------------------------------------------
                0.00    0.00       6/6           eval_plots [6]
[44]     0.0    0.00    0.00       6         string_or_express [44]
                0.00    0.00       6/1400042     evaluate_at [16]
                0.00    0.00      12/1954        equals [72]
                0.00    0.00       6/20          isstring [140]
                0.00    0.00       6/44          temp_at [119]
-----------------------------------------------
                0.00    0.00       4/4           place_grid [46]
[45]     0.0    0.00    0.00       4         axis_output_tics [45]
                0.00    0.00       2/3           gen_tics [41]
                0.00    0.00       2/4           SVG_text_angle [200]
-----------------------------------------------
                0.00    0.00       1/1           do_plot [19]
[46]     0.0    0.00    0.00       1         place_grid [46]
                0.00    0.00       4/4           axis_output_tics [45]
                0.00    0.00       1/30          term_apply_lp_properties [136]
-----------------------------------------------
                0.00    0.00       7/7           gen_tics [41]
[47]     0.0    0.00    0.00       7         ytick2d_callback [47]
                0.00    0.00      14/600050      SVG_vector [27]
                0.00    0.00       7/600025      map_y [28]
                0.00    0.00      14/38          SVG_move [123]
                0.00    0.00      14/48          ignore_enhanced [90]
                0.00    0.00       7/14          map_position_r [166]
                0.00    0.00       7/18          write_multiline [155]
                0.00    0.00       7/30          term_apply_lp_properties [136]
-----------------------------------------------
                0.00    0.00       5/5           gen_tics [41]
[48]     0.0    0.00    0.00       5         xtick2d_callback [48]
                0.00    0.00      10/600050      SVG_vector [27]
                0.00    0.00       5/600023      map_x [29]
                0.00    0.00      10/38          SVG_move [123]
                0.00    0.00      10/48          ignore_enhanced [90]
                0.00    0.00       5/14          map_position_r [166]
                0.00    0.00       5/18          write_multiline [155]
                0.00    0.00       5/30          term_apply_lp_properties [136]
-----------------------------------------------
                0.00    0.00       1/1           do_plot [19]
[49]     0.0    0.00    0.00       1         boundary [49]
                0.00    0.00       1/3           gen_tics [41]
                0.00    0.00       4/4           setup_tics [204]
                0.00    0.00       4/4           axis_set_graphical_range [203]
                0.00    0.00       2/4           SVG_text_angle [200]
                0.00    0.00       2/9           label_width [177]
                0.00    0.00       2/14          map_position_r [166]
                0.00    0.00       1/1           find_maxl_keys [257]
                0.00    0.00       1/1           do_key_layout [250]
                0.00    0.00       1/3           is_plot_with_palette [208]
                0.00    0.00       1/3           is_plot_with_colorbox [207]
                0.00    0.00       1/1           do_key_bounds [249]
-----------------------------------------------
                0.00    0.00       1/14          main [1]
                0.00    0.00       1/14          eval_plots [6]
                0.00    0.00       2/14          reset_command [62]
                0.00    0.00      10/14          set_command [34]
[50]     0.0    0.00    0.00      14         update_gpval_variables [50]
                0.00    0.00       9/9           fill_gpval_axis [55]
                0.00    0.00       9/9           fill_gpval_float [61]
                0.00    0.00       1/2800052     Gcomplex [26]
                0.00    0.00      55/56          fill_gpval_string [85]
                0.00    0.00       8/15          fill_gpval_integer [163]
                0.00    0.00       3/167         add_udv_by_name [76]
                0.00    0.00       1/1           update_plot_bounds [328]
                0.00    0.00       1/1           get_terminals_names [259]
                0.00    0.00       1/2           not_a_number [224]
                0.00    0.00       1/222         gp_alloc [75]
-----------------------------------------------
                0.00    0.00       4/10          plotrequest [5]
                0.00    0.00       6/10          eval_plots [6]
[51]     0.0    0.00    0.00      10         parse_range [51]
                0.00    0.00       1/1           load_range [53]
                0.00    0.00      11/1954        equals [72]
                0.00    0.00       1/90          isletter [80]
-----------------------------------------------
                0.00    0.00       2/2           load_range [53]
[52]     0.0    0.00    0.00       2         load_one_range [52]
                0.00    0.00       2/22          real_expression [32]
                0.00    0.00      14/1954        equals [72]
-----------------------------------------------
                0.00    0.00       1/1           parse_range [51]
[53]     0.0    0.00    0.00       1         load_range [53]
                0.00    0.00       2/2           load_one_range [52]
                0.00    0.00       7/1954        equals [72]
-----------------------------------------------
                0.00    0.00      39/39          fill_gpval_axis [55]
[54]     0.0    0.00    0.00      39         set_gpval_axis_sth_double [54]
                0.00    0.00      39/2800052     Gcomplex [26]
                0.00    0.00      39/39          axis_name [120]
                0.00    0.00      39/167         add_udv_by_name [76]
-----------------------------------------------
                0.00    0.00       9/9           update_gpval_variables [50]
[55]     0.0    0.00    0.00       9         fill_gpval_axis [55]
                0.00    0.00      39/39          set_gpval_axis_sth_double [54]
-----------------------------------------------
                0.00    0.00       2/2           do_plot [19]
[56]     0.0    0.00    0.00       2         plot_border [56]
                0.00    0.00       8/600050      SVG_vector [27]
                0.00    0.00       4/33          SVG_layer [132]
                0.00    0.00       2/30          term_apply_lp_properties [136]
                0.00    0.00       2/2           newpath [223]
                0.00    0.00       2/38          SVG_move [123]
                0.00    0.00       2/2           closepath [217]
-----------------------------------------------
                0.00    0.00       6/6           do_plot [19]
[57]     0.0    0.00    0.00       6         do_key_sample [57]
                0.00    0.00       6/6           draw_clip_line [58]
                0.00    0.00       6/4200006     check_for_variable_color [25]
                0.00    0.00      12/33          SVG_layer [132]
                0.00    0.00       6/36          apply_pm3dcolor [127]
                0.00    0.00       6/24          SVG_justify_text [138]
                0.00    0.00       6/18          write_multiline [155]
                0.00    0.00       6/30          term_apply_lp_properties [136]
-----------------------------------------------
                0.00    0.00       6/6           do_key_sample [57]
[58]     0.0    0.00    0.00       6         draw_clip_line [58]
                0.00    0.00       6/600050      SVG_vector [27]
                0.00    0.00       6/6           clip_line [189]
                0.00    0.00       6/38          SVG_move [123]
-----------------------------------------------
                0.00    0.00       1/1           set_command [34]
[59]     0.0    0.00    0.00       1         set_output [59]
                0.00    0.00       1/13          try_to_get_string [40]
                0.00    0.00       1/1954        equals [72]
                0.00    0.00       1/1           term_set_output [293]
                0.00    0.00       1/7           gp_expand_tilde [183]
                0.00    0.00       1/3           invalidate_palette [206]
-----------------------------------------------
                0.00    0.00       1/1           command [2]
[60]     0.0    0.00    0.00       1         define [60]
                0.00    0.00       1/36          const_express [31]
                0.00    0.00       1/1954        equals [72]
                0.00    0.00       1/7           add_udv [181]
-----------------------------------------------
                0.00    0.00       9/9           update_gpval_variables [50]
[61]     0.0    0.00    0.00       9         fill_gpval_float [61]
                0.00    0.00       9/2800052     Gcomplex [26]
                0.00    0.00       9/167         add_udv_by_name [76]
-----------------------------------------------
                0.00    0.00       1/1           init_session [11]
[62]     0.0    0.00    0.00       1         reset_command [62]
                0.00    0.00       2/14          update_gpval_variables [50]
                0.00    0.00      19/38          unset_axislabel_or_title [125]
                0.00    0.00      19/227         gp_strdup [74]
                0.00    0.00      18/36          free_marklist [128]
                0.00    0.00      18/18          unset_zeroaxis [154]
                0.00    0.00      18/18          unset_axislabel [149]
                0.00    0.00      18/18          unset_timedata [153]
                0.00    0.00      18/18          unset_tics [152]
                0.00    0.00      18/18          unset_range [151]
                0.00    0.00      18/18          unset_minitics [150]
                0.00    0.00      18/18          reset_logscale [148]
                0.00    0.00       4/4           unset_margin [205]
                0.00    0.00       2/1954        equals [72]
                0.00    0.00       1/1217        almost_equals [73]
                0.00    0.00       1/1           unset_isosamples [308]
                0.00    0.00       1/1           unset_samples [317]
                0.00    0.00       1/1           unset_arrowstyles [296]
                0.00    0.00       1/1           unset_style_rectangle [321]
                0.00    0.00       1/1           unset_style_ellipse [320]
                0.00    0.00       1/1           unset_style_circle [319]
                0.00    0.00       1/1           unset_dummy [303]
                0.00    0.00       1/1           unset_parametric [313]
                0.00    0.00       1/1           unset_polar [316]
                0.00    0.00       1/1           reset_key [281]
                0.00    0.00       1/1           unset_view [326]
                0.00    0.00       1/1           unset_boxplot [297]
                0.00    0.00       1/1           unset_timefmt [324]
                0.00    0.00       1/1           unset_boxwidth [298]
                0.00    0.00       1/1           unset_grid [306]
                0.00    0.00       1/1           reset_hidden3doptions [280]
                0.00    0.00       1/1           unset_angles [295]
                0.00    0.00       1/1           unset_size [318]
                0.00    0.00       1/1           unset_mapping [309]
                0.00    0.00       1/1           unset_timestamp [325]
                0.00    0.00       1/1           unset_origin [312]
                0.00    0.00       1/1           unset_cntrlabel [299]
                0.00    0.00       1/1           unset_cntrparam [300]
                0.00    0.00       1/1           unset_contour [301]
                0.00    0.00       1/1           unset_offsets [311]
                0.00    0.00       1/1           unset_ticslevel [323]
                0.00    0.00       1/1           unset_dgrid3d [302]
                0.00    0.00       1/1           unset_zero [327]
                0.00    0.00       1/1           unset_pointsize [315]
                0.00    0.00       1/1           reset_palette [282]
                0.00    0.00       1/1           reset_colorbox [279]
                0.00    0.00       1/1           pm3d_reset [274]
                0.00    0.00       1/1           unset_pointintervalbox [314]
                0.00    0.00       1/1           unset_histogram [307]
                0.00    0.00       1/1           unset_fillstyle [304]
                0.00    0.00       1/1           df_unset_datafile_binary [248]
                0.00    0.00       1/1           unset_textbox_style [322]
                0.00    0.00       1/1           unset_missing [310]
                0.00    0.00       1/1           unset_fit [305]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[63]     0.0    0.00    0.00       1         init_constants [63]
                0.00    0.00       2/2800052     Gcomplex [26]
                0.00    0.00       1/12          get_udv_by_name [173]
                0.00    0.00       1/2           not_a_number [224]
-----------------------------------------------
[64]     0.0    0.00    0.00      44+604     <cycle 1 as a whole> [64]
                0.00    0.00      48             parse_unary_expression <cycle 1> [92]
                0.00    0.00      48             parse_primary_expression <cycle 1> [91]
                0.00    0.00      46             parse_expression <cycle 1> [112]
                0.00    0.00      46             accept_logical_OR_expression <cycle 1> [101]
                0.00    0.00      46             accept_logical_AND_expression <cycle 1> [100]
                0.00    0.00      46             accept_inclusive_OR_expression <cycle 1> [99]
                0.00    0.00      46             accept_exclusive_OR_expression <cycle 1> [98]
                0.00    0.00      46             accept_AND_expression <cycle 1> [94]
                0.00    0.00      46             accept_equality_expression <cycle 1> [97]
                0.00    0.00      46             accept_relational_expression <cycle 1> [103]
                0.00    0.00      46             accept_bitshift_expression <cycle 1> [96]
                0.00    0.00      46             accept_additive_expression <cycle 1> [95]
                0.00    0.00      46             accept_multiplicative_expression <cycle 1> [102]
                0.00    0.00      46             parse_multiplicative_expression <cycle 1> [116]
-----------------------------------------------
                0.00    0.00 1400042/4200042     evaluate_at [16]
                0.00    0.00 2800000/4200042     pop_or_convert_from_string [23]
[65]     0.0    0.00    0.00 4200042         pop [65]
-----------------------------------------------
                0.00    0.00       6/4200042     f_push [195]
                0.00    0.00 1400000/4200042     f_dollars [24]
                0.00    0.00 1400000/4200042     f_div [22]
                0.00    0.00 1400036/4200042     f_pushc [69]
[66]     0.0    0.00    0.00 4200042         push [66]
                0.00    0.00       8/227         gp_strdup [74]
-----------------------------------------------
                0.00    0.00 1400042/1400042     evaluate_at [16]
[67]     0.0    0.00    0.00 1400042         check_stack [67]
-----------------------------------------------
                0.00    0.00 1400042/1400042     evaluate_at [16]
[68]     0.0    0.00    0.00 1400042         reset_stack [68]
-----------------------------------------------
                0.00    0.00 1400036/1400036     execute_at [17]
[69]     0.0    0.00    0.00 1400036         f_pushc [69]
                0.00    0.00 1400036/4200042     push [66]
-----------------------------------------------
                0.00    0.00      22/1400022     real_expression [32]
                0.00    0.00 1400000/1400022     df_readascii [9]
[70]     0.0    0.00    0.00 1400022         real [70]
-----------------------------------------------
                0.00    0.00      38/102361      SVG_MoveForced [121]
                0.00    0.00  102323/102361      SVG_vector [27]
[71]     0.0    0.00    0.00  102361         SVG_AddSpaceOrNewline [71]
-----------------------------------------------
                0.00    0.00       1/1954        do_line [3]
                0.00    0.00       1/1954        define [60]
                0.00    0.00       1/1954        plotrequest [5]
                0.00    0.00       1/1954        set_output [59]
                0.00    0.00       1/1954        set_term [286]
                0.00    0.00       2/1954        reset_command [62]
                0.00    0.00       3/1954        set_terminal [287]
                0.00    0.00       6/1954        parse_assignment_expression [107]
                0.00    0.00       7/1954        load_range [53]
                0.00    0.00       8/1954        set_command [34]
                0.00    0.00       8/1954        set_linestyle [38]
                0.00    0.00      11/1954        parse_range [51]
                0.00    0.00      12/1954        string_or_express [44]
                0.00    0.00      13/1954        try_to_get_string [40]
                0.00    0.00      14/1954        load_one_range [52]
                0.00    0.00      16/1954        check_for_iteration [156]
                0.00    0.00      23/1954        eval_plots [6]
                0.00    0.00      24/1954        df_open [42]
                0.00    0.00      35/1954        is_definition [146]
                0.00    0.00      36/1954        plot_option_using [43]
                0.00    0.00      36/1954        const_express [31]
                0.00    0.00      40/1954        parse_colorspec [37]
                0.00    0.00      46/1954        parse_conditional_expression [109]
                0.00    0.00      46/1954        parse_logical_OR_expression [115]
                0.00    0.00      46/1954        parse_logical_AND_expression [114]
                0.00    0.00      46/1954        parse_inclusive_OR_expression [113]
                0.00    0.00      46/1954        parse_exclusive_OR_expression [111]
                0.00    0.00      46/1954        parse_AND_expression [105]
                0.00    0.00      92/1954        parse_bitshift_expression [108]
                0.00    0.00     112/1954        parse_additive_expression [106]
                0.00    0.00     142/1954        parse_multiplicative_expression <cycle 1> [116]
                0.00    0.00     145/1954        lp_parse [35]
                0.00    0.00     184/1954        parse_equality_expression [110]
                0.00    0.00     184/1954        parse_relational_expression [117]
                0.00    0.00     192/1954        parse_unary_expression <cycle 1> [92]
                0.00    0.00     328/1954        parse_primary_expression <cycle 1> [91]
[72]     0.0    0.00    0.00    1954         equals [72]
-----------------------------------------------
                0.00    0.00       1/1217        SVG_options [238]
                0.00    0.00       1/1217        reset_command [62]
                0.00    0.00       8/1217        parse_color_name [36]
                0.00    0.00       8/1217        set_linestyle [38]
                0.00    0.00      28/1217        plot_option_using [43]
                0.00    0.00      32/1217        parse_colorspec [37]
                0.00    0.00     105/1217        eval_plots [6]
                0.00    0.00     108/1217        df_open [42]
                0.00    0.00     125/1217        lp_parse [35]
                0.00    0.00     319/1217        lookup_ftable [176]
                0.00    0.00     482/1217        lookup_table [159]
[73]     0.0    0.00    0.00    1217         almost_equals [73]
-----------------------------------------------
                0.00    0.00       1/227         main [1]
                0.00    0.00       1/227         init_memory [266]
                0.00    0.00       1/227         SVG_local_reset [237]
                0.00    0.00       1/227         SVG_init [236]
                0.00    0.00       1/227         init_terminal [267]
                0.00    0.00       1/227         unset_timefmt [324]
                0.00    0.00       1/227         locale_handler [270]
                0.00    0.00       2/227         push_terminal [276]
                0.00    0.00       2/227         get_user_env [260]
                0.00    0.00       6/227         df_open [42]
                0.00    0.00       6/227         SVG_hypertext [187]
                0.00    0.00       8/227         push [66]
                0.00    0.00       9/227         lf_push [179]
                0.00    0.00      10/227         lf_pop [178]
                0.00    0.00      13/227         fill_gpval_string [85]
                0.00    0.00      13/227         SVG_set_font [169]
                0.00    0.00      18/227         ENHsvg_put_text [143]
                0.00    0.00      19/227         prepare_call [275]
                0.00    0.00      19/227         reset_command [62]
                0.00    0.00      95/227         add_udv_by_name [76]
[74]     0.0    0.00    0.00     227         gp_strdup [74]
-----------------------------------------------
                0.00    0.00       1/222         extend_input_line [255]
                0.00    0.00       1/222         extend_token_table [256]
                0.00    0.00       1/222         df_open [42]
                0.00    0.00       1/222         update_gpval_variables [50]
                0.00    0.00       1/222         show_version [288]
                0.00    0.00       1/222         X11_args [243]
                0.00    0.00       2/222         load_rcfile [209]
                0.00    0.00       2/222         get_terminals_names [259]
                0.00    0.00       6/222         SVG_hypertext [187]
                0.00    0.00       8/222         set_colorsequence [13]
                0.00    0.00       8/222         set_linestyle [38]
                0.00    0.00       9/222         label_width [177]
                0.00    0.00      12/222         gp_realloc [82]
                0.00    0.00      12/222         cp_alloc [190]
                0.00    0.00      18/222         lf_push [179]
                0.00    0.00      44/222         temp_at [119]
                0.00    0.00      95/222         add_udv_by_name [76]
[75]     0.0    0.00    0.00     222         gp_alloc [75]
-----------------------------------------------
                0.00    0.00       1/167         load_file [14]
                0.00    0.00       1/167         init_terminal [267]
                0.00    0.00       2/167         main [1]
                0.00    0.00       3/167         update_gpval_variables [50]
                0.00    0.00       6/167         eval_plots [6]
                0.00    0.00       7/167         add_udv [181]
                0.00    0.00       8/167         plot_command [4]
                0.00    0.00       9/167         fill_gpval_float [61]
                0.00    0.00       9/167         lf_pop [178]
                0.00    0.00      11/167         prepare_call [275]
                0.00    0.00      15/167         fill_gpval_integer [163]
                0.00    0.00      39/167         set_gpval_axis_sth_double [54]
                0.00    0.00      56/167         fill_gpval_string [85]
[76]     0.0    0.00    0.00     167         add_udv_by_name [76]
                0.00    0.00      95/222         gp_alloc [75]
                0.00    0.00      95/227         gp_strdup [74]
-----------------------------------------------
                0.00    0.00      24/120         SVG_set_color [126]
                0.00    0.00      30/120         SVG_dashtype [133]
                0.00    0.00      66/120         SVG_GroupOpen [131]
[77]     0.0    0.00    0.00     120         SVG_Pen_RealID [77]
-----------------------------------------------
                0.00    0.00      20/118         SVG_PathOpen [122]
                0.00    0.00      20/118         SVG_PathClose [83]
                0.00    0.00      33/118         SVG_GroupOpen [131]
                0.00    0.00      45/118         SVG_GroupClose [118]
[78]     0.0    0.00    0.00     118         SVG_GroupFilledClose [78]
-----------------------------------------------
                0.00    0.00      48/103         SVG_hypertext [187]
                0.00    0.00      55/103         enhanced_recursion [172]
[79]     0.0    0.00    0.00     103         ENHsvg_writec [79]
-----------------------------------------------
                0.00    0.00       1/90          parse_range [51]
                0.00    0.00       8/90          parse_primary_expression <cycle 1> [91]
                0.00    0.00      35/90          is_definition [146]
                0.00    0.00      46/90          parse_assignment_expression [107]
[80]     0.0    0.00    0.00      90         isletter [80]
-----------------------------------------------
                0.00    0.00       3/85          fill_gpval_string [85]
                0.00    0.00      10/85          prepare_call [275]
                0.00    0.00      10/85          lf_pop [178]
                0.00    0.00      22/85          real_expression [32]
                0.00    0.00      40/85          free_at [93]
